date,AQI,defining_parameter,temperature,humidity,wind_speed,precipitation
2024-10-06,53,PM2.5,27.2,63,15.9,0.0
2024-10-07,61,PM2.5,26.8,54,18.2,0.0
2024-10-08,64,Ozone,24.9,48,20.4,0.0
2024-10-09,87,Ozone,23.1,45,12.1,0.0
2024-10-10,101,Ozone,23.5,52,9.7,0.0
2024-10-11,192,Ozone,23.6,61,11.9,0.0
2024-10-12,122,Ozone,23.8,72,17.4,0.0
2024-10-13,67,Ozone,25.7,69,20.6,0.0
2024-10-14,97,Ozone,26.9,64,19.2,0.0
2024-10-15,129,Ozone,26.1,60,10.9,0.0
2024-10-16,67,PM10,19.8,38,31.1,0.0
2024-10-17,48,Ozone,16.2,42,17.7,0.0
2024-10-18,71,PM10,19.6,59,24.2,0.0
2024-10-19,61,Ozone,21.3,66,18.2,0.0
2024-10-20,77,Ozone,21.3,63,17.4,0.0
2024-10-21,140,Ozone,20.6,69,14.4,0.0
2024-10-22,71,Ozone,21.8,79,18.4,0.0
2024-10-23,136,Ozone,22.7,80,12.7,0.0
2024-10-24,80,Ozone,22.3,82,17.8,0.0
2024-10-25,58,PM2.5,24.1,78,16.3,0.0
2024-10-26,74,Ozone,24.3,81,15.9,0.5
2024-10-27,105,Ozone,23.6,77,15.7,0.0
2024-10-28,71,PM10,24.2,78,24.0,0.4
2024-10-29,82,PM10,25.8,68,29.2,0.0
2024-10-30,56,PM2.5,24.5,85,25.1,11.2
2024-10-31,54,PM2.5,23.9,90,18.2,13.5
2024-11-01,53,PM2.5,24.1,84,16.9,0.2
2024-11-02,58,PM2.5,23.2,87,21.2,9.2
2024-11-03,52,PM2.5,24.5,88,27.3,15.2
2024-11-04,56,PM2.5,25.8,82,38.8,4.4
2024-11-05,53,PM2.5,22.8,77,26.0,25.8
2024-11-06,55,PM2.5,22.2,71,11.9,0.0
2024-11-07,62,PM2.5,25.1,87,16.2,1.7
2024-11-08,56,PM2.5,24.0,90,20.4,9.7
2024-11-09,45,PM2.5,22.5,84,18.2,18.2
2024-11-10,50,PM2.5,23.7,85,13.9,3.2
2024-11-11,63,PM2.5,21.8,80,13.0,0.0
2024-11-12,67,PM2.5,19.5,75,8.2,0.0
2024-11-13,64,PM2.5,20.2,73,17.3,0.0
2024-11-14,57,PM2.5,17.3,58,13.7,0.0
2024-11-15,76,PM2.5,15.6,68,8.5,0.0
2024-11-16,61,PM2.5,19.4,76,14.4,0.0
2024-11-17,47,PM2.5,23.3,92,19.6,38.6
2024-11-18,52,PM2.5,23.8,84,25.0,9.1
2024-11-19,58,PM2.5,18.6,74,8.3,0.0
2024-11-20,40,NO2,15.7,55,19.0,0.0
2024-11-21,66,PM2.5,12.5,56,10.9,0.0
2024-11-22,76,PM2.5,14.1,61,7.6,0.0
2024-11-23,77,Ozone,15.0,71,10.8,0.0
2024-11-24,53,PM2.5,20.3,73,20.2,0.0
2024-11-25,61,PM10,22.2,73,18.6,0.0
2024-11-26,59,PM2.5,14.0,69,16.4,0.0
2024-11-27,70,PM10,20.6,79,23.1,0.1
2024-11-28,43,PM2.5,16.6,64,18.7,0.2
2024-11-29,42,PM2.5,11.0,55,15.3,0.0
2024-11-30,59,PM2.5,10.7,62,11.9,0.0
2024-12-01,56,PM2.5,15.0,62,8.4,0.0
2024-12-02,63,PM2.5,12.9,57,10.6,0.0
2024-12-03,66,PM2.5,13.1,55,12.1,0.0
2024-12-04,58,PM2.5,17.9,83,19.4,31.6
2024-12-05,39,PM2.5,16.4,82,17.9,0.8
2024-12-06,45,PM2.5,9.6,56,15.5,0.0
2024-12-07,51,PM2.5,9.4,74,13.1,14.7
2024-12-08,54,PM2.5,14.0,96,10.2,14.9
2024-12-09,61,PM2.5,19.4,85,14.3,0.0
2024-12-10,54,PM2.5,15.2,75,21.8,0.0
2024-12-11,69,PM2.5,9.4,48,20.1,0.0
2024-12-12,87,PM2.5,11.0,55,15.1,0.0
2024-12-13,50,PM2.5,16.5,82,24.2,3.8
2024-12-14,57,PM2.5,20.9,83,16.4,2.2
2024-12-15,48,PM2.5,21.7,85,17.3,0.6
2024-12-16,58,PM2.5,21.6,85,12.6,1.1
2024-12-17,55,PM2.5,20.9,88,16.3,3.2
2024-12-18,53,PM2.5,18.4,85,17.3,1.2
2024-12-19,68,PM2.5,12.9,79,13.2,0.0
2024-12-20,73,PM2.5,13.3,69,12.8,0.0
2024-12-21,56,PM2.5,9.6,60,11.2,0.0
2024-12-22,76,PM2.5,10.4,73,11.7,0.0
2024-12-23,57,PM2.5,16.7,78,16.9,0.0
2024-12-24,62,PM2.5,18.9,86,18.0,3.3
2024-12-25,39,PM2.5,17.6,89,15.2,26.2
2024-12-26,55,PM2.5,18.4,94,16.0,44.4
2024-12-27,64,PM2.5,18.0,88,10.9,0.0
2024-12-28,55,PM2.5,19.5,92,22.4,23.3
2024-12-29,82,PM2.5,14.6,90,8.9,0.0
2024-12-30,58,PM2.5,18.0,85,17.9,0.0
2024-12-31,71,PM2.5,16.2,72,15.2,0.0
