date,AQI,defining_parameter,temperature,humidity,wind_speed,precipitation
2023-06-06,115,Ozone,24.2,81,7.3,0.5
2023-06-07,159,Ozone,24.8,81,9.3,0.1
2023-06-08,129,Ozone,24.9,83,17.0,9.2
2023-06-09,197,Ozone,26.7,76,14.8,0.2
2023-06-10,54,PM2.5,26.9,80,19.8,22.9
2023-06-11,48,Ozone,28.4,73,24.0,0.0
2023-06-12,55,PM2.5,28.5,77,20.5,0.0
2023-06-13,55,PM2.5,28.6,76,23.7,0.0
2023-06-14,75,PM2.5,29.7,71,24.5,0.0
2023-06-15,71,PM2.5,30.6,73,24.2,0.0
2023-06-16,71,PM2.5,30.5,75,22.1,0.5
2023-06-17,76,PM2.5,30.1,76,32.9,2.7
2023-06-18,57,PM2.5,30.5,74,28.2,0.0
2023-06-19,71,PM2.5,31.2,72,24.0,0.0
2023-06-20,73,PM2.5,31.4,70,23.6,0.1
2023-06-21,75,PM2.5,29.2,78,24.2,8.5
2023-06-22,105,Ozone,28.9,80,18.5,11.5
2023-06-23,69,PM2.5,28.0,84,20.4,4.5
2023-06-24,53,PM2.5,30.7,72,21.3,0.0
2023-06-25,52,PM2.5,31.2,70,24.5,0.4
2023-06-26,55,PM2.5,30.8,69,20.1,0.0
2023-06-27,67,PM2.5,31.0,69,19.2,0.0
2023-06-28,56,PM2.5,30.7,69,18.8,0.0
2023-06-29,55,PM2.5,30.7,68,19.5,0.0
2023-06-30,54,PM2.5,30.5,68,23.2,0.1
2023-07-01,55,PM2.5,30.7,69,15.5,0.0
2023-07-02,57,PM2.5,29.1,76,10.8,3.2
2023-07-03,58,Ozone,29.0,73,16.6,1.2
2023-07-04,54,PM2.5,28.9,75,18.4,1.1
2023-07-05,54,PM2.5,28.7,78,21.7,7.1
2023-07-06,56,PM2.5,27.2,82,18.2,6.5
2023-07-07,58,PM2.5,27.0,85,21.9,4.4
2023-07-08,53,PM2.5,28.0,83,14.9,2.0
2023-07-09,62,PM2.5,29.4,80,17.7,1.8
2023-07-10,74,PM2.5,29.8,78,20.6,3.0
2023-07-11,66,PM2.5,30.3,75,20.2,0.2
2023-07-12,65,PM2.5,31.0,73,24.3,0.4
2023-07-13,68,PM2.5,31.1,71,25.6,0.2
2023-07-14,71,PM2.5,31.1,69,24.2,0.0
2023-07-15,79,PM2.5,31.5,67,20.5,0.2
2023-07-16,79,PM2.5,31.1,68,19.1,0.0
2023-07-17,83,PM2.5,30.9,69,19.7,0.2
2023-07-18,71,PM2.5,31.1,68,21.4,0.0
2023-07-19,77,PM2.5,31.3,67,23.4,0.0
2023-07-20,74,PM2.5,30.8,68,20.6,0.0
2023-07-21,66,PM2.5,29.9,73,17.9,0.2
2023-07-22,57,PM2.5,31.5,64,14.8,0.4
2023-07-23,126,Ozone,29.2,75,15.5,3.4
2023-07-24,93,Ozone,29.9,72,18.5,0.4
2023-07-25,61,PM2.5,29.8,73,16.1,1.5
2023-07-26,82,PM2.5,29.8,71,18.0,1.7
2023-07-27,89,PM2.5,29.2,71,13.3,2.6
2023-07-28,84,PM2.5,29.4,68,15.0,0.0
2023-07-29,80,PM2.5,29.8,68,20.2,0.3
2023-07-30,74,Ozone,30.9,62,18.5,0.0
2023-07-31,129,Ozone,31.8,59,19.4,0.0
2023-08-01,187,Ozone,31.1,63,14.6,0.7
2023-08-02,115,Ozone,31.2,61,20.5,0.0
2023-08-03,53,PM2.5,31.2,69,19.9,0.2
2023-08-04,56,PM2.5,31.6,67,24.8,0.0
2023-08-05,58,PM2.5,32.1,63,23.4,0.0
2023-08-06,53,PM2.5,32.1,63,24.5,0.0
2023-08-07,57,PM2.5,32.0,66,24.4,0.0
2023-08-08,55,PM2.5,32.0,65,29.7,0.1
2023-08-09,57,PM2.5,32.2,65,26.8,0.2
2023-08-10,58,PM2.5,32.5,62,22.7,0.0
2023-08-11,62,PM2.5,32.4,64,24.9,0.0
2023-08-12,64,PM2.5,32.7,65,25.2,0.0
2023-08-13,61,PM2.5,32.0,66,24.1,0.2
2023-08-14,71,Ozone,32.2,65,22.3,0.0
2023-08-15,122,Ozone,33.3,57,21.9,0.0
2023-08-16,143,Ozone,31.5,41,19.6,0.0
2023-08-17,147,Ozone,31.5,59,29.0,0.0
2023-08-18,143,Ozone,31.8,62,18.4,0.0
2023-08-19,126,Ozone,31.9,63,18.4,0.2
2023-08-20,126,Ozone,33.4,56,16.9,0.0
2023-08-21,97,Ozone,32.5,57,27.9,0.1
2023-08-22,72,PM10,31.3,65,30.3,1.2
2023-08-23,80,Ozone,32.3,58,16.1,0.0
2023-08-24,143,Ozone,32.8,52,22.0,0.0
2023-08-25,129,Ozone,32.1,55,21.0,0.1
2023-08-26,126,Ozone,32.2,57,16.9,0.0
2023-08-27,108,Ozone,33.1,51,15.2,0.0
2023-08-28,143,Ozone,31.4,61,22.7,0.1
2023-08-29,74,Ozone,31.4,49,23.6,0.0
2023-08-30,100,Ozone,31.0,39,20.7,0.0
2023-08-31,129,Ozone,30.7,43,16.9,0.0
2023-09-01,154,Ozone,30.9,48,26.1,0.0
2023-09-02,140,Ozone,30.2,64,15.6,1.4
2023-09-03,80,Ozone,30.5,67,17.9,0.0
2023-09-04,51,PM2.5,29.7,69,21.7,1.4
2023-09-05,53,PM2.5,30.5,71,19.1,1.2
2023-09-06,61,Ozone,31.1,68,17.8,0.1
2023-09-07,77,Ozone,31.8,64,15.9,0.0
2023-09-08,87,Ozone,31.0,69,23.1,1.1
2023-09-09,150,Ozone,29.8,67,18.3,0.0
2023-09-10,97,Ozone,29.7,47,14.5,0.0
2023-09-11,179,Ozone,28.5,50,15.5,0.0
2023-09-12,161,Ozone,29.6,60,16.6,0.2
2023-09-13,112,Ozone,29.0,67,15.6,6.0
2023-09-14,57,PM2.5,26.2,86,9.8,32.3
2023-09-15,58,PM2.5,25.9,86,14.5,11.5
2023-09-16,84,Ozone,26.1,84,10.6,2.1
2023-09-17,97,Ozone,26.9,69,12.1,0.8
2023-09-18,179,Ozone,26.5,61,12.4,0.0
2023-09-19,159,Ozone,26.5,61,17.9,0.0
2023-09-20,84,Ozone,28.0,66,20.0,0.0
2023-09-21,54,Ozone,28.9,76,21.3,0.5
2023-09-22,49,PM2.5,28.8,77,17.4,3.2
2023-09-23,36,Ozone,29.3,73,16.9,0.7
2023-09-24,38,PM2.5,29.7,72,23.4,0.2
2023-09-25,53,PM2.5,26.4,85,16.8,26.5
2023-09-26,133,Ozone,26.9,80,14.2,0.1
2023-09-27,119,Ozone,26.2,81,10.3,8.3
2023-09-28,133,Ozone,27.1,79,13.4,2.5
2023-09-29,60,PM2.5,27.8,73,19.7,0.7
2023-09-30,48,Ozone,28.7,68,20.9,0.0
2023-10-01,74,Ozone,28.5,64,23.8,0.0
2023-10-02,71,Ozone,28.1,60,21.5,0.0
2023-10-03,52,PM2.5,25.6,83,19.5,29.1
2023-10-04,96,PM2.5,26.3,85,25.1,12.8
2023-10-05,58,PM2.5,24.0,87,21.5,35.0
2023-10-06,53,PM2.5,24.1,67,23.5,0.0
2023-10-07,51,PM2.5,21.5,59,22.1,0.0
2023-10-08,58,Ozone,18.6,51,13.7,0.0
2023-10-09,84,Ozone,20.4,58,12.7,0.0
2023-10-10,63,PM10,22.1,75,13.2,1.0
2023-10-11,49,PM2.5,20.1,87,19.9,33.4
2023-10-12,53,PM2.5,20.8,81,18.0,0.0
2023-10-13,53,PM10,24.1,86,14.0,3.6
2023-10-14,40,PM10,20.9,52,22.5,0.2
2023-10-15,30,Ozone,17.4,55,26.7,0.0
2023-10-16,48,PM2.5,15.6,56,22.5,0.0
2023-10-17,67,PM2.5,15.3,65,12.8,0.0
2023-10-18,67,NO2,19.5,69,20.6,0.0
2023-10-19,79,PM10,23.3,68,16.4,0.0
2023-10-20,101,Ozone,23.1,61,13.6,0.0
2023-10-21,64,Ozone,23.9,65,16.1,0.0
2023-10-22,36,Ozone,24.7,81,20.7,0.6
2023-10-23,48,PM2.5,25.2,80,27.2,13.0
2023-10-24,53,PM2.5,25.8,71,30.5,0.1
2023-10-25,60,PM2.5,25.2,81,28.0,2.5
2023-10-26,57,PM2.5,24.6,89,22.2,12.7
2023-10-27,53,PM2.5,25.5,89,17.4,2.6
2023-10-28,65,PM2.5,25.4,86,21.7,0.8
2023-10-29,52,PM2.5,23.5,84,26.4,5.5
2023-10-30,53,PM2.5,10.2,77,31.9,3.8
2023-10-31,62,PM2.5,10.1,59,21.9,1.6
2023-11-01,56,PM2.5,9.6,61,15.8,0.0
2023-11-02,59,PM2.5,11.1,54,11.6,0.0
2023-11-03,68,PM2.5,15.8,68,12.0,0.0
2023-11-04,58,PM2.5,19.1,82,15.0,0.0
2023-11-05,52,PM2.5,21.1,81,14.8,0.1
2023-11-06,49,PM2.5,22.4,74,16.0,0.0
2023-11-07,44,PM2.5,23.2,79,23.8,0.0
2023-11-08,41,PM2.5,23.9,74,20.8,0.0
2023-11-09,55,PM2.5,22.2,88,13.5,32.5
2023-11-10,20,PM2.5,17.2,90,23.8,25.3
2023-11-11,40,PM2.5,15.4,84,15.5,0.0
2023-11-12,55,PM2.5,16.4,88,17.1,16.8
2023-11-13,52,PM2.5,16.2,93,23.4,41.7
2023-11-14,53,PM2.5,17.2,83,19.2,1.7
2023-11-15,55,PM2.5,17.5,77,16.9,0.0
2023-11-16,52,PM2.5,17.1,81,12.2,0.0
2023-11-17,55,PM2.5,18.1,83,11.2,0.0
2023-11-18,70,PM2.5,19.1,76,15.4,0.0
2023-11-19,74,PM2.5,17.7,81,19.4,0.1
2023-11-20,53,PM2.5,21.4,88,26.2,9.4
2023-11-21,33,PM2.5,14.6,61,30.6,0.0
2023-11-22,70,PM2.5,10.6,61,17.2,0.0
2023-11-23,94,PM2.5,10.4,67,8.0,0.0
2023-11-24,63,PM2.5,12.4,73,14.0,0.0
2023-11-25,58,PM2.5,13.0,74,19.1,0.3
2023-11-26,51,PM2.5,13.0,69,29.7,2.4
2023-11-27,41,PM2.5,9.0,54,16.4,0.0
2023-11-28,66,PM2.5,10.6,56,13.3,0.0
2023-11-29,75,PM2.5,12.6,69,20.2,0.0
2023-11-30,53,PM2.5,19.3,88,39.5,7.0
2023-12-01,63,PM2.5,19.3,93,15.8,25.5
2023-12-02,71,PM2.5,17.4,86,15.2,0.6
2023-12-03,60,PM2.5,15.1,66,15.5,0.0
2023-12-04,58,PM2.5,14.6,56,16.6,0.0
2023-12-05,77,PM2.5,13.3,65,10.0,0.0
2023-12-06,75,PM2.5,12.4,64,15.3,0.0
2023-12-07,73,PM2.5,14.0,78,18.9,0.0
2023-12-08,52,PM2.5,20.6,83,29.5,1.6
2023-12-09,52,PM2.5,21.8,82,28.8,12.4
2023-12-10,57,PM2.5,10.7,43,31.0,0.0
2023-12-11,70,PM2.5,8.6,63,12.0,0.0
2023-12-12,62,PM2.5,12.0,73,18.4,0.0
2023-12-13,61,PM2.5,11.8,66,18.2,1.2
2023-12-14,66,PM2.5,14.6,62,20.0,0.0
2023-12-15,70,PM2.5,16.3,78,22.3,29.2
2023-12-16,42,PM2.5,13.9,76,23.2,0.8
2023-12-17,80,PM2.5,10.8,73,11.8,0.0
2023-12-18,80,PM2.5,12.2,70,13.3,0.0
2023-12-19,56,PM2.5,11.2,68,18.2,0.0
2023-12-20,55,PM2.5,14.9,80,21.5,0.0
2023-12-21,66,PM2.5,16.2,82,20.8,0.0
2023-12-22,66,PM2.5,17.7,89,14.3,0.5
2023-12-23,61,PM2.5,18.6,92,23.7,14.6
2023-12-24,57,PM2.5,18.4,90,19.4,58.1
2023-12-25,32,PM2.5,11.3,65,22.7,0.0
2023-12-26,48,PM2.5,9.4,71,12.0,0.0
2023-12-27,58,PM2.5,11.2,68,20.0,0.0
2023-12-28,39,PM2.5,8.0,64,21.7,0.0
2023-12-29,55,PM2.5,7.0,65,18.4,0.0
2023-12-30,80,PM2.5,8.8,65,11.6,0.0
2023-12-31,93,PM2.5,13.0,75,16.6,0.0
2024-01-01,184,PM2.5,14.7,82,17.7,2.5
2024-01-02,54,PM2.5,9.5,70,21.3,7.7
2024-01-03,54,PM2.5,10.0,82,23.6,29.7
2024-01-04,57,PM2.5,9.8,74,24.8,0.0
2024-01-05,53,PM2.5,12.5,80,30.8,55.6
2024-01-06,67,PM2.5,10.1,77,12.0,0.0
2024-01-07,59,PM2.5,10.0,75,22.1,0.0
2024-01-08,53,PM2.5,16.4,78,40.8,32.9
2024-01-09,46,PM2.5,8.6,45,36.4,1.8
2024-01-10,59,PM2.5,10.5,66,26.1,0.0
2024-01-11,55,PM2.5,17.7,86,32.1,1.5
2024-01-12,59,PM2.5,12.9,56,39.3,1.9
2024-01-13,82,NO2,9.1,65,20.2,0.0
2024-01-14,56,PM2.5,7.0,73,21.0,0.0
2024-01-15,55,PM2.5,-0.0,79,25.1,2.9
2024-01-16,34,PM2.5,-3.5,45,26.0,0.0
2024-01-17,56,PM2.5,0.7,59,18.2,0.0
2024-01-18,72,PM2.5,13.3,85,21.1,0.0
2024-01-19,54,PM2.5,8.4,64,23.9,0.0
2024-01-20,52,PM2.5,3.4,50,17.5,0.0
2024-01-21,56,PM2.5,3.8,58,25.2,1.1
2024-01-22,57,PM2.5,15.3,92,33.5,47.5
2024-01-23,55,PM2.5,18.5,93,24.2,37.4
2024-01-24,40,NO2,17.9,90,20.6,48.8
2024-01-25,51,NO2,17.1,82,19.1,36.7
2024-01-26,57,PM2.5,14.6,93,19.4,19.6
2024-01-27,29,PM2.5,13.3,82,28.6,0.3
2024-01-28,53,PM2.5,9.5,71,17.7,0.0
2024-01-29,66,PM2.5,10.3,71,11.4,0.0
2024-01-30,62,PM10,13.0,61,14.8,0.0
2024-01-31,75,PM10,13.9,72,10.7,0.0
2024-02-01,86,PM10,15.1,74,18.8,0.0
2024-02-02,65,PM2.5,16.8,87,26.3,5.7
2024-02-03,37,NO2,17.0,81,24.8,30.5
2024-02-04,54,PM2.5,14.3,57,36.1,0.1
2024-02-05,34,PM2.5,13.9,70,31.7,0.0
2024-02-06,71,PM10,13.0,69,14.5,0.0
2024-02-07,63,PM10,14.4,75,29.8,0.0
2024-02-08,52,PM2.5,19.3,79,22.5,0.6
2024-02-09,52,PM2.5,19.8,86,24.0,0.6
2024-02-10,53,PM2.5,19.9,89,25.2,8.3
2024-02-11,46,PM2.5,19.3,86,26.0,3.3
2024-02-12,34,NO2,10.1,62,32.8,0.3
2024-02-13,60,PM2.5,10.3,69,16.5,0.0
2024-02-14,59,PM2.5,12.1,73,16.8,0.0
2024-02-15,63,PM2.5,17.0,82,12.6,1.0
2024-02-16,41,PM2.5,17.6,91,23.8,7.2
2024-02-17,43,PM2.5,9.9,61,27.1,0.2
2024-02-18,63,PM2.5,6.5,59,17.7,0.0
2024-02-19,76,PM2.5,9.1,68,15.3,0.0
2024-02-20,68,PM10,15.2,83,16.3,0.0
2024-02-21,46,PM2.5,18.4,80,27.9,0.0
2024-02-22,61,PM2.5,20.0,80,27.7,0.2
2024-02-23,60,PM2.5,18.0,59,21.5,0.0
2024-02-24,64,Ozone,16.4,53,17.7,0.0
2024-02-25,56,PM2.5,17.8,72,28.3,0.0
2024-02-26,57,PM2.5,21.0,84,25.0,0.0
2024-02-27,74,PM2.5,22.7,80,30.7,0.0
2024-02-28,61,PM2.5,18.3,66,31.0,0.7
2024-02-29,49,PM2.5,11.7,53,20.3,1.4
2024-03-01,61,PM2.5,14.3,79,16.3,1.6
2024-03-02,68,PM2.5,16.6,85,14.8,0.1
2024-03-03,58,PM2.5,19.8,91,22.6,2.4
2024-03-04,58,PM2.5,20.9,92,14.6,8.3
2024-03-05,59,PM2.5,21.8,84,16.4,6.1
2024-03-06,60,PM2.5,19.2,89,16.1,0.2
2024-03-07,53,PM2.5,20.6,85,25.1,5.0
2024-03-08,63,PM2.5,22.0,85,14.4,13.2
2024-03-09,40,PM2.5,14.3,70,30.6,0.0
2024-03-10,54,PM2.5,13.4,62,11.0,0.0
2024-03-11,59,PM2.5,15.8,64,23.1,0.1
2024-03-12,60,PM10,18.1,78,19.9,0.0
2024-03-13,53,PM2.5,22.0,83,24.6,1.0
2024-03-14,66,PM2.5,23.3,86,30.2,1.1
2024-03-15,66,PM2.5,22.5,88,27.4,6.2
2024-03-16,56,PM2.5,20.5,91,19.1,2.4
2024-03-17,54,PM2.5,21.0,85,18.8,7.7
2024-03-18,39,Ozone,16.3,61,25.3,0.0
2024-03-19,44,Ozone,12.8,56,15.1,2.0
2024-03-20,56,PM2.5,15.6,73,15.9,0.0
2024-03-21,55,PM2.5,18.0,88,32.4,34.5
2024-03-22,39,Ozone,19.1,79,27.9,2.0
2024-03-23,90,Ozone,17.6,72,18.0,0.0
2024-03-24,62,PM2.5,19.2,75,35.0,0.2
2024-03-25,59,PM2.5,20.7,77,29.2,3.6
2024-03-26,46,PM2.5,15.2,61,20.9,0.1
2024-03-27,59,PM2.5,13.7,70,14.5,0.1
2024-03-28,77,Ozone,15.9,75,20.6,0.0
2024-03-29,49,Ozone,18.4,71,26.3,0.0
2024-03-30,47,PM2.5,20.4,76,21.0,0.0
2024-03-31,56,PM2.5,22.4,83,27.6,0.6
2024-04-01,70,PM2.5,24.4,81,28.3,0.0
2024-04-02,53,PM2.5,22.3,65,26.9,3.2
2024-04-03,51,NO2,17.4,52,24.7,0.0
2024-04-04,77,Ozone,18.8,57,10.9,0.0
2024-04-05,67,Ozone,20.8,59,20.2,0.0
2024-04-06,51,PM2.5,21.0,77,32.7,0.0
2024-04-07,61,PM2.5,23.3,85,16.4,4.2
2024-04-08,61,PM2.5,22.3,91,25.7,18.6
2024-04-09,66,PM2.5,23.0,86,31.6,14.7
2024-04-10,42,Ozone,20.2,78,34.2,30.0
2024-04-11,49,Ozone,19.2,50,27.2,0.0
2024-04-12,108,Ozone,18.1,63,14.3,0.0
2024-04-13,58,Ozone,19.4,76,23.7,0.0
2024-04-14,47,PM2.5,21.9,77,23.0,0.0
2024-04-15,55,PM2.5,22.6,83,26.1,0.5
2024-04-16,67,PM2.5,24.2,83,26.9,0.4
2024-04-17,66,PM2.5,24.5,83,20.0,0.3
2024-04-18,64,PM2.5,25.0,82,22.9,0.1
2024-04-19,75,PM2.5,24.5,86,15.5,4.9
2024-04-20,58,PM2.5,22.7,90,30.2,40.2
2024-04-21,37,Ozone,16.5,73,31.5,7.0
2024-04-22,58,Ozone,16.2,62,17.3,0.0
2024-04-23,59,PM10,19.2,71,19.8,0.0
2024-04-24,54,Ozone,22.4,81,18.7,0.1
2024-04-25,55,PM2.5,23.5,84,29.8,0.8
2024-04-26,63,PM2.5,24.3,82,36.5,3.8
2024-04-27,64,PM2.5,25.1,82,39.5,1.0
2024-04-28,65,PM2.5,24.1,81,33.2,49.0
2024-04-29,64,Ozone,23.2,83,24.3,9.6
2024-04-30,105,Ozone,22.8,85,18.7,0.2
2024-05-01,57,PM2.5,23.1,91,27.1,8.2
2024-05-02,53,PM2.5,23.5,92,38.5,49.6
2024-05-03,51,PM2.5,23.6,85,33.8,21.5
2024-05-04,56,PM2.5,24.3,85,27.9,2.4
2024-05-05,52,PM2.5,23.7,89,28.1,7.9
2024-05-06,58,PM2.5,25.6,85,29.0,1.3
2024-05-07,77,PM2.5,26.5,87,23.7,3.5
2024-05-08,86,PM2.5,27.2,84,25.6,0.5
2024-05-09,124,PM2.5,26.9,88,22.4,1.0
2024-05-10,66,PM2.5,26.1,75,23.9,0.0
2024-05-11,55,PM2.5,23.3,71,21.6,2.0
2024-05-12,59,PM2.5,23.6,89,24.6,44.0
2024-05-13,68,PM2.5,24.5,92,20.1,14.6
2024-05-14,84,Ozone,23.8,78,17.7,0.0
2024-05-15,182,Ozone,24.5,75,15.1,0.0
2024-05-16,62,PM2.5,23.6,87,30.4,33.5
2024-05-17,62,PM2.5,21.8,88,17.5,3.8
2024-05-18,164,Ozone,25.1,84,9.4,0.0
2024-05-19,105,Ozone,25.7,82,15.1,0.0
2024-05-20,90,Ozone,25.7,83,20.4,0.1
2024-05-21,84,PM2.5,27.6,85,25.3,1.4
2024-05-22,94,PM2.5,27.8,83,28.1,1.2
2024-05-23,74,PM2.5,27.8,82,29.9,0.3
2024-05-24,74,PM2.5,28.2,81,25.5,0.1
2024-05-25,82,PM2.5,28.4,82,23.5,0.1
2024-05-26,90,PM2.5,29.2,77,22.0,0.4
2024-05-27,129,Ozone,29.2,83,14.5,0.0
2024-05-28,72,PM2.5,26.3,87,29.7,15.9
2024-05-29,64,PM2.5,24.5,85,22.9,16.4
2024-05-30,60,PM2.5,25.3,87,25.4,22.1
2024-05-31,87,Ozone,25.0,84,23.9,44.1
2024-06-01,70,PM2.5,25.0,87,19.3,9.9
2024-06-02,66,PM2.5,26.4,86,24.9,2.6
2024-06-03,70,PM2.5,28.1,83,31.8,3.7
2024-06-04,76,PM2.5,27.6,84,32.5,7.5
2024-06-05,68,PM2.5,27.0,85,27.2,15.6
2024-06-06,143,Ozone,27.5,74,9.3,0.0
2024-06-07,201,Ozone,28.0,75,12.4,0.0
2024-06-08,64,PM2.5,27.8,79,20.1,0.0
2024-06-09,57,PM2.5,27.6,81,20.3,1.6
2024-06-10,105,Ozone,27.3,81,19.0,1.9
2024-06-11,105,Ozone,26.9,83,15.9,12.4
2024-06-12,100,Ozone,26.7,84,16.7,4.4
2024-06-13,136,Ozone,27.4,82,12.8,0.4
2024-06-14,161,Ozone,28.6,73,15.4,0.2
2024-06-15,100,Ozone,28.1,73,20.0,0.4
2024-06-16,67,Ozone,28.6,73,21.9,0.8
2024-06-17,62,PM10,27.9,74,32.7,2.6
2024-06-18,62,PM10,27.6,76,29.2,2.2
2024-06-19,53,PM2.5,25.7,87,26.5,28.7
2024-06-20,53,PM2.5,27.2,81,28.2,1.6
2024-06-21,56,PM2.5,27.3,82,20.7,1.2
2024-06-22,84,Ozone,27.7,78,20.9,0.0
2024-06-23,51,PM2.5,27.8,81,17.3,1.0
2024-06-24,44,PM2.5,28.6,81,16.5,0.5
2024-06-25,43,PM2.5,28.9,79,20.2,1.2
2024-06-26,46,PM2.5,28.8,80,15.5,0.5
2024-06-27,67,Ozone,29.0,79,13.8,1.2
2024-06-28,61,PM2.5,29.2,80,22.7,1.2
2024-06-29,59,PM2.5,29.7,77,21.0,1.7
2024-06-30,63,PM2.5,30.2,74,13.8,0.4
2024-07-01,119,Ozone,30.4,71,12.4,0.1
2024-07-02,100,Ozone,30.6,66,18.2,0.0
2024-07-03,69,PM2.5,30.1,71,19.7,0.4
2024-07-04,57,PM2.5,30.7,68,20.3,0.2
2024-07-05,68,PM2.5,30.5,67,16.6,0.0
2024-07-06,62,PM2.5,28.2,80,13.3,24.0
2024-07-07,58,PM2.5,27.0,89,26.3,9.4
2024-07-08,27,Ozone,25.8,84,75.7,82.0
2024-07-09,174,Ozone,27.3,78,8.6,0.1
2024-07-10,84,Ozone,27.4,82,16.3,0.2
2024-07-11,90,PM2.5,26.1,88,9.9,12.7
2024-07-12,73,PM2.5,26.5,87,13.0,17.5
2024-07-13,68,PM2.5,26.0,88,9.3,16.2
2024-07-14,61,PM2.5,26.0,90,10.0,6.7
2024-07-15,66,PM2.5,28.1,80,14.8,0.4
2024-07-16,64,PM2.5,27.7,81,25.2,0.0
2024-07-17,58,PM2.5,27.9,81,16.4,0.5
2024-07-18,108,Ozone,26.4,87,14.4,22.8
2024-07-19,64,Ozone,26.6,84,18.8,5.4
2024-07-20,143,Ozone,26.7,85,11.7,3.3
2024-07-21,56,PM2.5,26.5,86,25.4,12.0
2024-07-22,52,PM2.5,26.0,89,15.1,10.4
2024-07-23,48,PM2.5,25.5,90,15.2,31.0
2024-07-24,54,PM2.5,25.5,89,15.4,15.8
2024-07-25,73,PM2.5,24.3,92,18.1,84.1
2024-07-26,65,PM2.5,24.0,94,9.0,44.1
2024-07-27,58,PM2.5,24.5,91,9.7,42.5
2024-07-28,49,PM2.5,26.1,88,14.6,44.8
2024-07-29,52,PM2.5,28.5,82,16.8,1.6
2024-07-30,78,PM2.5,28.8,80,18.5,0.5
2024-07-31,98,PM2.5,29.0,81,18.0,0.1
2024-08-01,78,PM2.5,28.3,84,11.8,0.4
2024-08-02,126,Ozone,28.8,81,13.7,0.0
2024-08-03,115,Ozone,29.0,79,12.9,2.0
2024-08-04,67,Ozone,28.3,78,11.2,4.2
2024-08-05,108,Ozone,28.9,73,11.8,0.5
2024-08-06,164,Ozone,29.0,71,12.9,0.0
2024-08-07,126,Ozone,29.6,71,15.9,0.0
2024-08-08,185,Ozone,29.9,73,14.5,0.0
2024-08-09,100,Ozone,29.3,75,13.0,4.0
2024-08-10,90,Ozone,29.3,70,12.3,0.0
2024-08-11,140,Ozone,29.0,68,18.6,0.0
2024-08-12,97,Ozone,28.6,80,12.3,5.6
2024-08-13,58,Ozone,28.2,84,12.0,1.1
2024-08-14,54,PM2.5,28.8,81,15.0,0.3
2024-08-15,52,PM2.5,29.2,78,15.2,1.3
2024-08-16,58,Ozone,29.6,76,13.8,0.1
2024-08-17,115,Ozone,29.6,75,10.0,0.1
2024-08-18,133,Ozone,30.0,75,10.2,0.1
2024-08-19,154,Ozone,30.8,68,13.1,0.0
2024-08-20,143,Ozone,30.9,66,11.5,0.0
2024-08-21,200,Ozone,29.8,76,12.8,0.5
2024-08-22,185,Ozone,27.7,86,14.0,13.8
2024-08-23,84,Ozone,28.7,80,14.8,3.7
2024-08-24,93,Ozone,28.2,72,19.5,0.4
2024-08-25,84,Ozone,28.2,71,22.3,0.0
2024-08-26,64,PM2.5,26.0,86,18.7,9.0
2024-08-27,52,PM2.5,26.5,86,16.9,7.7
2024-08-28,56,PM2.5,26.9,85,21.9,5.7
2024-08-29,49,PM2.5,26.2,87,18.3,4.9
2024-08-30,35,Ozone,25.6,89,19.1,9.6
2024-08-31,37,Ozone,26.1,87,17.9,5.8
2024-09-01,37,PM2.5,25.9,90,18.7,21.1
2024-09-02,42,Ozone,26.1,89,21.5,7.3
2024-09-03,72,PM2.5,27.2,83,18.3,0.4
2024-09-04,59,PM2.5,26.1,88,21.3,27.7
2024-09-05,39,PM2.5,25.8,91,28.0,30.8
2024-09-06,28,Ozone,25.7,86,27.9,1.3
2024-09-07,57,PM2.5,25.1,68,33.4,0.0
2024-09-08,51,PM2.5,24.1,62,22.6,0.0
2024-09-09,50,PM2.5,24.3,59,17.0,0.0
2024-09-10,53,PM2.5,25.3,75,23.7,7.2
2024-09-11,29,PM2.5,25.5,87,20.8,18.6
2024-09-12,51,PM2.5,24.9,82,16.5,0.3
2024-09-13,105,Ozone,26.1,77,14.1,0.0
2024-09-14,58,Ozone,28.3,79,15.8,0.0
2024-09-15,100,Ozone,27.4,81,14.2,0.7
2024-09-16,101,Ozone,27.2,83,9.7,1.2
2024-09-17,154,Ozone,26.8,76,10.5,0.9
2024-09-18,140,Ozone,27.5,81,10.2,0.1
2024-09-19,90,Ozone,27.9,81,14.1,0.2
2024-09-20,115,Ozone,28.1,80,12.2,0.0
2024-09-21,90,Ozone,27.5,82,18.9,2.1
2024-09-22,74,Ozone,27.5,77,16.3,0.8
2024-09-23,71,Ozone,27.4,78,12.2,1.3
2024-09-24,77,Ozone,27.1,81,14.3,0.1
2024-09-25,56,PM2.5,27.4,78,15.5,1.2
2024-09-26,54,Ozone,25.4,61,18.4,0.0
2024-09-27,90,Ozone,24.3,56,14.5,0.0
2024-09-28,101,Ozone,25.2,52,11.9,0.0
2024-09-29,140,Ozone,24.5,54,13.3,0.0
2024-09-30,159,Ozone,25.5,65,13.8,0.0
2024-10-01,90,Ozone,26.6,65,13.5,0.0
2024-10-02,64,Ozone,26.4,62,16.1,0.0
2024-10-03,115,Ozone,26.1,66,15.9,0.0
2024-10-04,61,PM2.5,26.5,73,21.8,1.2
2024-10-05,51,PM2.5,26.3,76,19.1,0.0
